Id,SalePrice
1461,145500.0
1462,139000.0
1463,211000.0
1464,211000.0
1465,145500.0
1466,211000.0
1467,149500.0
1468,211000.0
1469,127500.0
1470,128000.0
1471,127500.0
1472,143500.0
1473,156932.0
1474,168000.0
1475,99500.0
1476,256000.0
1477,175500.0
1478,237500.0
1479,237500.0
1480,256000.0
1481,237500.0
1482,211000.0
1483,156932.0
1484,156932.0
1485,168000.0
1486,211000.0
1487,237500.0
1488,168000.0
1489,128000.0
1490,237500.0
1491,197900.0
1492,86999.99999999999
1493,168000.0
1494,243000.0
1495,237500.0
1496,211000.0
1497,175000.0
1498,146800.0
1499,146800.0
1500,146800.0
1501,143500.0
1502,146800.0
1503,370878.0
1504,237500.0
1505,237500.0
1506,195000.0
1507,243000.0
1508,210000.0
1509,195000.0
1510,156932.0
1511,162000.0
1512,162000.0
1513,158000.0
1514,190000.0
1515,144000.0
1516,144000.0
1517,149000.0
1518,140200.0
1519,178000.0
1520,177000.0
1521,177000.0
1522,139000.0
1523,82500.0
1524,100000.0
1525,79900.0
1526,81000.0
1527,128000.0
1528,99500.0
1529,135000.0
1530,168000.0
1531,144000.0
1532,127000.0
1533,177000.0
1534,177000.0
1535,144000.0
1536,177000.0
1537,127500.0
1538,153575.0
1539,165000.0
1540,177000.0
1541,89500.0
1542,177000.0
1543,133000.0
1544,82500.0
1545,81000.0
1546,139000.0
1547,133000.0
1548,153575.0
1549,175000.0
1550,193500.0
1551,127000.0
1552,193500.0
1553,153575.0
1554,160000.0
1555,144000.0
1556,135000.0
1557,136500.0
1558,81000.0
1559,136500.0
1560,144000.0
1561,133900.0
1562,99500.0
1563,99500.0
1564,173000.0
1565,167000.0
1566,127500.0
1567,99900.0
1568,237500.0
1569,193500.0
1570,144000.0
1571,144000.0
1572,99500.0
1573,127500.0
1574,128000.0
1575,145500.0
1576,237500.0
1577,156932.0
1578,153575.0
1579,173000.0
1580,211000.0
1581,143500.0
1582,128000.0
1583,237500.0
1584,243000.0
1585,120000.0
1586,101800.0
1587,135000.0
1588,162000.0
1589,146800.0
1590,127000.0
1591,82500.0
1592,140000.0
1593,127000.0
1594,151400.0
1595,144000.0
1596,145900.0
1597,143900.0
1598,156932.0
1599,127500.0
1600,127500.0
1601,81000.0
1602,154000.0
1603,79900.0
1604,145500.0
1605,237500.0
1606,167000.0
1607,239000.0
1608,237500.0
1609,156932.0
1610,197900.0
1611,168000.0
1612,175500.0
1613,168000.0
1614,158000.0
1615,101800.0
1616,101800.0
1617,143500.0
1618,135750.0
1619,128000.0
1620,256000.0
1621,156932.0
1622,195000.0
1623,211000.0
1624,237500.0
1625,140000.0
1626,167000.0
1627,211000.0
1628,243000.0
1629,211000.0
1630,237500.0
1631,128000.0
1632,156932.0
1633,168000.0
1634,211000.0
1635,211000.0
1636,211000.0
1637,193000.0
1638,193000.0
1639,157500.0
1640,191000.0
1641,168000.0
1642,237500.0
1643,237500.0
1644,237500.0
1645,168000.0
1646,168000.0
1647,139000.0
1648,156932.0
1649,156932.0
1650,140000.0
1651,128000.0
1652,143500.0
1653,143500.0
1654,168000.0
1655,104900.0
1656,167000.0
1657,168000.0
1658,168000.0
1659,123000.0
1660,127500.0
1661,256000.0
1662,237500.0
1663,237500.0
1664,188000.0
1665,237500.0
1666,237500.0
1667,256000.0
1668,237500.0
1669,237500.0
1670,237500.0
1671,237500.0
1672,200000.0
1673,256000.0
1674,237500.0
1675,211000.0
1676,127500.0
1677,211000.0
1678,237500.0
1679,237500.0
1680,237500.0
1681,237500.0
1682,237500.0
1683,211000.0
1684,168000.0
1685,211000.0
1686,132500.0
1687,168000.0
1688,211000.0
1689,211000.0
1690,211000.0
1691,211000.0
1692,237500.0
1693,197900.0
1694,211000.0
1695,168000.0
1696,168000.0
1697,168000.0
1698,256000.0
1699,237500.0
1700,237500.0
1701,237500.0
1702,175500.0
1703,237500.0
1704,237500.0
1705,211000.0
1706,240000.0
1707,156932.0
1708,175500.0
1709,237500.0
1710,237500.0
1711,237500.0
1712,237500.0
1713,237500.0
1714,159000.0
1715,156932.0
1716,156932.0
1717,156932.0
1718,98300.00000000001
1719,197900.0
1720,156932.0
1721,156932.0
1722,156932.0
1723,162000.0
1724,156932.0
1725,237500.0
1726,156932.0
1727,128000.0
1728,156932.0
1729,156932.0
1730,168000.0
1731,109900.0
1732,128000.0
1733,113000.0
1734,105500.0
1735,156932.0
1736,156932.0
1737,277500.0
1738,237500.0
1739,243000.0
1740,237500.0
1741,127500.0
1742,143500.0
1743,156932.0
1744,277500.0
1745,197900.0
1746,175000.0
1747,167000.0
1748,237500.0
1749,168000.0
1750,113000.0
1751,237500.0
1752,123000.0
1753,197900.0
1754,204000.0
1755,180500.0
1756,277500.0
1757,79900.0
1758,144000.0
1759,144000.0
1760,237500.0
1761,167000.0
1762,167000.0
1763,168000.0
1764,86999.99999999999
1765,128000.0
1766,190000.0
1767,145500.0
1768,153575.0
1769,130000.0
1770,177000.0
1771,160000.0
1772,160000.0
1773,177500.0
1774,140200.0
1775,177000.0
1776,145500.0
1777,81000.0
1778,108000.0
1779,135500.0
1780,177500.0
1781,135000.0
1782,93500.0
1783,160000.0
1784,177000.0
1785,177000.0
1786,144000.0
1787,175000.0
1788,82500.0
1789,128000.0
1790,143500.0
1791,256000.0
1792,156932.0
1793,168000.0
1794,153575.0
1795,79900.0
1796,130000.0
1797,175000.0
1798,135000.0
1799,81000.0
1800,137500.0
1801,177000.0
1802,177000.0
1803,195000.0
1804,173000.0
1805,168000.0
1806,153575.0
1807,143900.0
1808,153575.0
1809,153575.0
1810,139000.0
1811,139500.0
1812,177000.0
1813,153575.0
1814,79900.0
1815,99900.0
1816,79900.0
1817,140200.0
1818,153575.0
1819,140000.0
1820,127000.0
1821,177000.0
1822,177000.0
1823,64500.0
1824,146500.0
1825,146500.0
1826,135500.0
1827,130500.0
1828,277500.0
1829,140000.0
1830,177000.0
1831,169000.0
1832,177000.0
1833,143900.0
1834,153575.0
1835,177000.0
1836,108000.0
1837,81000.0
1838,177000.0
1839,101800.0
1840,108000.0
1841,124500.0
1842,177000.0
1843,193000.0
