Id,SalePrice
1461,161416.3029
1462,158905.3167
1463,173482.0696
1464,182231.5019
1465,161828.5599
1466,181009.0154
1467,166135.1221
1468,181035.4354
1469,162136.3809
1470,157469.9421
1471,165170.6176
1472,151270.6031
1473,162634.8222
1474,168888.0929
1475,149549.0843
1476,193385.1274
1477,177327.6509
1478,182252.7599
1479,186338.4404
1480,195860.6459
1481,186001.9674
1482,170502.4623
1483,164733.1054
1484,167515.1738
1485,177497.6499
1486,179416.9644
1487,188316.0914
1488,169710.2701
1489,164480.6451
1490,174128.1339
1491,182685.8746
1492,149194.2609
1493,181517.2579
1494,193479.0754
1495,185024.9694
1496,171641.6801
1497,171175.8698
1498,168206.3517
1499,167875.2844
1500,168379.5347
1501,160995.0242
1502,166209.7152
1503,241399.4155
1504,184455.0224
1505,173612.724
1506,182604.4796
1507,193099.6229
1508,182996.6519
1509,177663.0248
1510,170035.3249
1511,164156.1461
1512,167622.2594
1513,178341.6281
1514,178794.0473
1515,176203.2169
1516,165231.2553
1517,159429.1894
1518,172196.4701
1519,178408.8154
1520,155599.2074
1521,156370.9574
1522,166136.1801
1523,145365.0963
1524,146218.4091
1525,147826.6586
1526,144452.0656
1527,159691.9979
1528,151624.2149
1529,160553.4864
1530,182606.5069
1531,177707.4619
1532,148436.5661
1533,160388.8141
1534,158000.4149
1535,180134.2489
1536,156259.8737
1537,159480.8695
1538,170647.2524
1539,172442.9659
1540,172921.4803
1541,166373.1874
1542,168219.8113
1543,180238.6884
1544,142766.1923
1545,145027.4246
1546,166962.1759
1547,174066.2028
1548,157641.7632
1549,161836.9373
1550,175344.3794
1551,151315.1374
1552,188459.3913
1553,167036.4049
1554,158312.7494
1555,181187.3134
1556,154951.7266
1557,152553.6881
1558,143891.0024
1559,166898.1874
1560,175243.4104
1561,173024.2537
1562,154021.9744
1563,148057.1609
1564,161423.9296
1565,180694.4334
1566,167750.5899
1567,147744.8168
1568,192476.9734
1569,184155.4059
1570,167925.7146
1571,174573.2624
1572,153225.1539
1573,160181.2583
1574,158497.2203
1575,170046.5469
1576,190567.0684
1577,168679.8403
1578,165410.8314
1579,158974.8933
1580,186640.0204
1581,158522.1723
1582,156314.4216
1583,187719.9694
1584,191827.4319
1585,151641.4729
1586,147858.7311
1587,154232.6607
1588,161330.4334
