Id,SalePrice
1461,127989.06
1462,162536.81
1463,183826.62
1464,187940.08
1465,200740.89
1466,177805.4
1467,164786.08
1468,168991.11
1469,192943.23
1470,124832.9
1471,207437.31
1472,96785.11
1473,92549.125
1474,151557.28
1475,140035.22
1476,405222.7
1477,262643.38
1478,303262.88
1479,274549.62
1480,486671.4
1481,329432.94
1482,207048.9
1483,170509.86
1484,173635.12
1485,185585.33
1486,195185.27
1487,369113.12
1488,239584.44
1489,196562.33
1490,226575.53
1491,200832.44
1492,90022.055
1493,186802.81
1494,312758.3
1495,299010.25
1496,239915.36
1497,181667.34
1498,173763.33
1499,175436.45
1500,154751.05
1501,167652.72
1502,163060.97
1503,298799.5
1504,224785.58
1505,217738.69
1506,190896.86
1507,235469.47
1508,210709.12
1509,164137.48
1510,146957.08
1511,144710.61
1512,175843.16
1513,152440.86
1514,171857.19
1515,198256.39
1516,170373.9
1517,166390.6
1518,139237.95
1519,229643.69
1520,135544.45
1521,142971.39
1522,166756.17
1523,107961.555
1524,128487.06
1525,126511.68
1526,121899.9
1527,104281.195
1528,133779.9
1529,145711.86
1530,187276.42
1531,105431.63
1532,105450.664
1533,144159.81
1534,116659.266
1535,163420.81
1536,111138.27
1537,75545.37
1538,182461.02
1539,227025.86
1540,94759.9
1541,149077.52
1542,132639.6
1543,220062.12
1544,84739.805
1545,99154.11
1546,120763.734
1547,124153.586
1548,129520.14
1549,114946.47
1550,128490.64
1551,115072.71
1552,133036.25
1553,161913.6
1554,109406.32
1555,159613.6
1556,81271.195
1557,115819.41
1558,95686.27
1559,81708.36
1560,132868.03
1561,143209.44
1562,125286.06
1563,124420.97
1564,167912.75
1565,146788.45
1566,230524.5
1567,79712.76
1568,232653.38
1569,142582.77
1570,141670.95
1571,127569.28
1572,149060.19
1573,256561.34
1574,122965.77
1575,224484.36
1576,225859.14
1577,188827.11
1578,146410.27
1579,147673.89
1580,195648.83
1581,142369.8
1582,121787.195
1583,366871.22
1584,229381.84
1585,139239.14
1586,84953.81
1587,95220.46
1588,153489.08
1589,105165.68
1590,129946.266
1591,93911.016
1592,113428.52
1593,130477.52
1594,128295.5
1595,104016.64
1596,232798.19
1597,192490.7
1598,218834.62
1599,198974.28
1600,191272.44
1601,79193.945
1602,121728.234
1603,91124.29
1604,287194.16
1605,272937.44
1606,161627.05
1607,175940.84
1608,212433.72
1609,191658.02
1610,143898.14
1611,141441.67
1612,170268.05
1613,156137.02
1614,129261.09
1615,92058.52
1616,70305.086
1617,91032.45
1618,119973.59
1619,144654.94
1620,153080.0
1621,127668.93
1622,143787.44
1623,290530.0
1624,213950.48
1625,130556.16
1626,172298.61
1627,190605.48
1628,314747.75
1629,190130.12
1630,384511.2
1631,218985.06
1632,242266.42
1633,172238.36
1634,181980.53
1635,180299.03
1636,144892.03
1637,185386.02
1638,217759.73
1639,188489.06
1640,257600.5
1641,190401.9
1642,230032.84
1643,224331.94
1644,226416.42
1645,189516.98
1646,155981.19
1647,173344.52
1648,129674.055
1649,137656.12
1650,110339.56
1651,126451.69
1652,102492.46
1653,100131.65
1654,157702.64
1655,160635.61
1656,146939.73
1657,151292.0
1658,152110.3
1659,145175.77
1660,155071.97
1661,450416.38
1662,429180.7
1663,398373.84
1664,318952.8
1665,304850.38
1666,335660.56
1667,376970.53
1668,320759.9
1669,305034.44
1670,329518.72
1671,251060.78
1672,459990.12
1673,305619.1
1674,243676.9
1675,170167.4
1676,181720.6
1677,209283.67
1678,453399.9
1679,394438.12
1680,334418.78
1681,250785.16
1682,296512.9
1683,177543.28
1684,182413.7
1685,171967.03
1686,175901.19
1687,172682.72
1688,188561.97
1689,190256.38
1690,192870.8
1691,180882.8
1692,282433.25
1693,175341.98
1694,179900.12
1695,166014.61
1696,288637.75
1697,167528.45
1698,389977.38
1699,333308.3
1700,245711.97
1701,278769.5
1702,259079.9
1703,242571.25
1704,289347.25
1705,239438.72
1706,435804.44
1707,210160.66
1708,192193.17
1709,284932.16
1710,215669.27
1711,261899.27
1712,247577.58
1713,256843.61
1714,214088.27
1715,200075.06
1716,178255.73
1717,179372.3
1718,131425.56
1719,216084.28
1720,248716.17
1721,184739.45
1722,138278.16
1723,161673.11
1724,205961.3
1725,243162.6
1726,188696.38
1727,151110.19
1728,184886.83
1729,164242.02
1730,173244.73
1731,120535.49
1732,131984.95
1733,118723.63
1734,122318.45
1735,131151.8
1736,106360.42
1737,366358.44
1738,211224.73
1739,274895.03
1740,200079.97
1741,173598.19
1742,165036.77
1743,176815.4
1744,290605.16
1745,219372.67
1746,234727.06
1747,233844.19
1748,235750.08
1749,152326.83
1750,126025.43
1751,261759.67
1752,118087.89
1753,147917.52
1754,209130.78
1755,170944.83
1756,122721.65
1757,123254.45
1758,153074.6
1759,160140.86
1760,167679.7
1761,144442.25
1762,170402.28
1763,187888.77
1764,117543.56
1765,179597.61
1766,189350.47
1767,216811.52
1768,143981.02
1769,179880.98
1770,146381.4
1771,135248.83
1772,145976.83
1773,126811.695
1774,140390.36
1775,137724.84
1776,124059.945
1777,110451.336
1778,140139.4
1779,120161.24
1780,184123.62
1781,137249.08
1782,94338.8
1783,136637.97
1784,98551.29
1785,125077.48
1786,163169.19
1787,167879.39
1788,65477.445
1789,123130.484
1790,91092.77
1791,196592.44
1792,158227.02
1793,137923.66
1794,145589.9
1795,137308.47
1796,126499.836
1797,115998.6
1798,125230.36
1799,108899.68
1800,141038.34
1801,130973.36
1802,143898.66
1803,152771.0
1804,136324.67
1805,140810.17
1806,122540.06
1807,135172.64
1808,129925.41
1809,117407.92
1810,136847.62
1811,90052.81
1812,95835.87
1813,116168.234
1814,94739.04
1815,61730.266
1816,90231.88
1817,106977.27
1818,154660.53
1819,122798.18
1820,55054.906
1821,123175.47
1822,155005.38
1823,43330.6
1824,129324.42
1825,115038.68
1826,89445.01
1827,96257.54
1828,124993.77
1829,114691.68
1830,145773.38
1831,190658.16
1832,84514.484
1833,135191.66
1834,114799.36
1835,151886.08
1836,125469.805
1837,89328.17
1838,129845.055
1839,85930.23
1840,150553.42
1841,140743.61
1842,79976.84
1843,141469.33
1844,140705.61
1845,143075.42
1846,156484.61
1847,165656.67
1848,60004.82
1849,129528.88
1850,127522.37
1851,153353.36
1852,127937.97
1853,132173.69
1854,176870.8
1855,152964.94
1856,227865.3
1857,179605.02
1858,137364.25
1859,120429.65
1860,144093.06
1861,120723.516
1862,337600.56
1863,334191.53
1864,334191.53
1865,344516.12
1866,334885.1
1867,244470.72
1868,306740.38
1869,199323.75
1870,253435.73
1871,273526.22
1872,176214.31
1873,233319.05
1874,140171.67
1875,215834.2
1876,197041.5
1877,217667.22
1878,211459.53
1879,140678.03
1880,126768.4
1881,240944.33
1882,257791.05
1883,191920.61
1884,217348.6
1885,277668.22
1886,310259.0
1887,211041.83
1888,288377.25
1889,174993.94
1890,137572.28
1891,138862.31
1892,103334.31
1893,146508.94
1894,139374.02
1895,148310.67
1896,123468.1
1897,107162.86
1898,106916.26
