id,num_orders
1028232,440.8252
1127204,331.22986
1212707,197.32227
1082698,157.89925
1400926,163.1741
1284113,321.9578
1197966,439.93616
1132739,300.2638
1057981,65.19401
1095932,65.19401
1454421,77.60377
1149765,518.899
1166964,262.52557
1010949,405.3677
1409575,248.50374
1181616,164.73763
1456020,314.21906
1264395,350.51352
1472931,140.82993
1412015,152.02362
1461229,194.79868
1014564,321.9578
1485914,70.840866
1345389,84.85733
1006833,117.32006
1174921,66.86593
1175393,57.895832
1152412,145.67442
1497398,197.29463
1363486,77.60377
1366766,27.423578
1192413,30.690794
1319547,284.83487
1337684,214.08237
1479766,162.7602
1460444,899.28937
1139730,371.939
1115056,238.03139
1335827,130.84567
1385333,347.1717
1096323,480.6453
1230693,359.52658
1027016,92.58198
1181520,65.34246
1306234,130.53171
1271440,546.287
1269834,289.91357
1176823,432.75574
1193098,98.22884
1034878,96.29823
1010243,225.39711
1451807,192.12564
1016845,157.35165
1198021,269.95377
1413802,65.34246
1231223,52.156986
1274226,347.91876
1425142,377.90152
1211593,168.21794
1419190,119.76475
1180223,68.9935
1194932,205.29762
1323477,174.75974
1371595,281.04324
1171521,152.40392
1052384,187.5838
1060921,196.77176
1261811,98.22884
1246502,112.24531
1497466,141.31453
1232717,48.512714
1136112,91.59554
1196334,573.72156
1349533,173.06244
1463406,224.68263
1447686,54.811577
1336105,58.078796
1012855,312.22287
1180646,241.47038
1062490,203.46936
1098228,720.26746
1101375,610.6721
1400016,491.04996
1439889,307.7854
1408468,451.62695
1044490,472.8313
1290002,519.77625
1190633,816.2739
1040430,745.35364
1049366,159.17815
1224120,177.99251
1293810,207.11913
1197335,797.21826
1323989,337.70438
1129467,1000.4775
1229328,178.77089
1164395,225.99472
1217722,416.62222
1171266,383.35077
1024905,307.188
1343027,679.69366
1141892,159.17815
1302404,132.31282
1170447,535.4982
1140772,531.9048
1103484,230.52
1387134,190.49193
1117711,153.86154
1472121,139.72069
1289523,580.815
1091114,359.55856
1043572,519.77625
1103283,724.02936
1265051,610.9868
1168741,704.5635
1052776,178.77089
1206564,199.51271
1302153,217.69008
1083754,151.7097
1097952,181.52132
1251605,221.29202
1333032,780.19324
1086936,380.21704
1088412,451.86523
1236400,190.00429
1244516,161.40204
1380381,148.73969
1495062,539.40533
1439647,432.6955
1019214,394.69446
1316160,665.8095
1022008,556.214
1138248,324.02347
1052922,114.11538
1181474,206.63364
1046475,74.42571
1216688,264.31296
1067565,382.29135
1008328,322.79373
1430287,75.8517
1406716,75.8517
1105380,113.80143
1248694,529.5567
1252163,273.18332
1443474,416.02545
1033716,81.49856
1300295,81.13575
1311882,75.628204
1257968,208.66682
1226362,175.39534
1030655,140.62137
1210527,253.68707
1278927,48.612194
1232239,44.85536
1133067,336.80466
1382522,361.17123
1219136,244.39117
1498130,103.03447
1251629,36.189144
1032092,52.263218
1249865,78.10506
1207630,92.12152
1144733,124.58423
1436768,31.78243
1148964,68.55352
1237346,557.99585
1206015,156.33215
1105113,207.95235
1430481,88.26146
1001589,138.12369
1224132,92.96737
1074380,295.49255
1097109,199.14107
1211246,186.73907
1390579,398.99854
1473058,366.97647
1186964,154.53381
1222837,157.86298
1342393,218.44801
1170472,276.12732
1170791,394.1057
1046653,340.91983
1195179,87.666046
1332509,87.666046
1438300,125.61578
1435748,566.91486
1052668,252.84262
1227060,427.8398
1342252,93.31291
1143109,99.26184
1394807,87.44256
1448374,220.48119
1028680,187.20972
1079691,152.43573
1402079,60.42654
1424446,158.8666
1133297,354.93076
1076214,366.5962
1173823,249.81609
1488584,114.848816
1072892,48.003506
1277491,64.07757
1290868,89.91941
1048888,103.935875
1138141,136.3986
1473125,43.59679
1196726,89.337975
1179278,86.67961
1282305,254.8985
1359903,168.14651
1355143,219.76671
1095889,100.07581
1250665,59.324303
1426610,62.591537
1390104,273.0046
1051519,178.35774
1337584,203.25545
1332667,1249.3345
1075942,1420.7416
1109804,574.65643
1316684,366.12927
1248315,535.2333
1113611,556.4378
1110867,669.51135
1247289,981.5043
1022953,828.96027
1160081,217.35262
