ID,Upvotes
366953,382.9183781999969
71864,256.56462915431615
141692,165.4406844807677
316833,-107.98209027462968
440445,689.097100997225
3514,-300.2831507288911
331420,-164.7898116269716
406540,617.9840135908778
227379,-46.690763831174195
331687,-438.4083930355665
32784,-439.98448035964464
470377,156.14668673069957
338103,-230.66396792352543
29883,2626.642586394882
218228,17.826103197812472
70945,9317.781573560758
14328,-224.27048728806636
259947,41.23103350579652
346378,1155.9550554516743
384621,-513.4518184519912
425418,-73.08055750431225
131224,157.2387422808144
365408,-201.391486814653
218626,-414.43905127936716
331722,-269.7534017432586
310969,-416.46702288081997
307391,524.4453133513596
14072,278.9878268722037
238694,-474.480019149387
213841,-360.74428579834023
165258,440.54171195822636
123606,-320.04142103961976
214062,151.40407472602288
279450,840.9322943708801
178546,-438.8371115155428
358455,-161.23938978616928
386308,-211.77149353367884
155592,-167.2082371503756
200090,-178.82011039842286
127308,-273.11814473487175
449766,47.66128959421576
223688,8184.889483885877
442443,-387.27361302149325
451259,704.810062993472
87024,-431.8381023282258
207529,231.0984267223576
196568,-358.75281451126017
38258,5508.89679232206
387275,-424.6012652307421
86152,-413.5681034960143
302142,302.0327446633045
401268,725.7310476494947
307187,-258.972956980349
252388,-365.71700476581333
844,-244.34599856320284
105707,162.448227430087
230309,2349.9850801729585
362573,-137.6910003554167
173751,554.2970174801364
349049,-470.0829858876
310466,-120.71114170351203
205786,703.1664306200018
208358,-380.2603314686628
440214,-112.90535581247232
41343,-354.2548308911636
427741,322.6332155466782
355001,219.936864525629
137708,-306.6660562938272
146326,676.0820733045293
220889,-254.4878244893988
205742,1783.7390646443698
28737,-343.5192158246621
292474,-467.4376982589303
349149,-415.9576758674055
46230,-446.20953975726616
303160,-236.38671109809468
292638,959.2729967371865
210116,-345.3893256486264
55900,-445.23928879225116
91135,-326.74608979159035
452177,777.9553781977538
170628,-232.96754564304956
237099,161.70793970715982
166022,-260.8548347854744
175687,-306.46520804443446
392847,-383.1151761684224
454964,-465.1456151845539
259259,-273.67395574626687
289148,205.42017972543152
311134,-155.12277629946618
62551,2000.7701034169843
336258,-370.7851429353662
468049,-207.47977052402
22189,-344.0543426918279
264888,96.75678542832486
451615,449.6923264693609
85004,-244.63807992882937
375246,223.83466305520545
60204,-298.356976216636
126097,-382.2209818577811
182425,5373.959003476438
449937,89.74259420086213
442637,15546.187905455608
378184,-295.787623929013
357584,308.06624752066756
383054,101.80142470887301
299871,-284.58231428653573
152764,-229.15951687523813
22064,-305.0809391250525
416791,-262.7452489032656
440686,362.3660028111356
44537,-478.23782146083437
80203,-245.83298848219835
81726,-286.3377751400353
440068,183.2223287598095
109276,-472.40923098752097
120567,-257.9277231461445
169520,764.7603346499477
84443,-416.2703366058332
139139,-216.45128062441194
346145,330.1191531719525
75219,-487.7569371252227
244042,257.77398959849717
6992,-371.2464168789841
337741,-351.93611497811725
20091,1283.6345136697955
420761,1.6417343609211343
101501,-443.71812770846765
408598,1007.4118131910302
306979,-388.2106703755068
50260,-279.595148124237
21088,-326.1578543882228
462951,-374.4829424239189
196903,-220.9040667045885
155361,57.31855126405867
51756,-367.57695674725
192022,-385.9086654362861
384071,-386.39447099992066
173305,1071.049814439163
56449,-514.1902808085296
172164,-538.6899617203162
341063,-718.9133241144414
431990,-104.59715653540437
342757,-144.84454573750116
335181,-451.36967742326476
121613,-339.3614897612866
40216,-86.20482282908122
116940,2140.016352731054
351719,-446.29807821771243
436421,-498.125829056792
173164,-287.73181827475787
362350,-202.969341577584
357892,804.6598561308617
335957,-98.19122502398747
192010,-415.83481294892454
407412,-288.6380988236024
19359,-440.46786302622195
82078,914.0158342242489
375709,2123.103764670106
122137,-409.0343331575651
244661,1192.0679521605277
434900,1519.8614814720615
54220,-405.75306095192957
425162,498.6620216008968
453118,-120.19209654117066
373873,-395.19595007694306
238415,716.6596296565517
53501,-110.97667217940275
67918,-301.33945842974407
68982,-465.33142774076157
81980,340.89700051071696
332015,217.06668357807968
171470,-414.4917108238327
24209,-323.3537841341978
396455,551.2615044319155
236372,-531.7538262417488
29062,336.1857557503634
248733,-208.41596545603414
43097,-415.04641750135943
401490,-115.32262868318782
181282,95.42299010054529
285264,-166.1426104486049
386230,-468.54963144849046
262238,46.97933572183018
226323,-20.019922175075237
224589,210.38823628295637
61,-425.2864311099819
120331,-349.71172976747124
59519,-270.80723440553106
263459,687.9161582904296
188774,1869.6520189191203
157423,-344.71177531990145
204323,692.0265957531294
94807,-448.8996047294552
130112,-402.91387223913813
298030,563.1881819429959
361994,-311.44383603898785
242867,461.9234038886022
345301,-438.1592612118319
404296,-444.10491319810694
