ID,Upvotes
366953,-52.47165
71864,-41.60277
141692,-52.47165
316833,-52.47165
440445,-52.47165
3514,-52.47165
331420,-52.47165
406540,-52.47165
227379,-52.47165
331687,-52.47165
32784,-52.47165
470377,-52.47165
338103,-52.47165
29883,-52.47165
218228,-52.47165
70945,-41.60277
14328,-52.47165
259947,-52.47165
346378,-52.47165
384621,-52.47165
425418,-52.47165
131224,-52.47165
365408,-52.47165
218626,-52.47165
331722,-52.47165
310969,-52.47165
307391,-41.60277
14072,-52.47165
238694,-52.47165
213841,-52.47165
165258,-52.47165
123606,-52.47165
214062,-52.47165
279450,-52.47165
178546,-52.47165
358455,-52.47165
386308,-52.47165
155592,-52.47165
200090,-52.47165
127308,-52.47165
449766,-52.47165
223688,-52.47165
442443,-52.47165
451259,-52.47165
87024,-52.47165
207529,-52.47165
196568,-52.47165
38258,-52.47165
387275,-52.47165
86152,-52.47165
302142,-52.47165
401268,-41.60277
307187,-52.47165
252388,-52.47165
844,-52.47165
105707,-52.47165
230309,-52.47165
362573,-52.47165
173751,-52.47165
349049,-52.47165
310466,-52.47165
205786,-52.47165
208358,-52.47165
440214,-52.47165
41343,-52.47165
427741,-52.47165
355001,-52.47165
137708,-52.47165
146326,-41.60277
220889,-52.47165
205742,-41.60277
28737,-52.47165
292474,-52.47165
349149,-52.47165
46230,-52.47165
303160,-52.47165
292638,-41.60277
210116,-52.47165
55900,-52.47165
91135,-52.47165
452177,-52.47165
170628,-52.47165
237099,-52.47165
166022,-52.47165
175687,-52.47165
392847,-52.47165
454964,-52.47165
259259,-52.47165
289148,-52.47165
311134,-52.47165
62551,-52.47165
336258,-52.47165
468049,-52.47165
22189,-52.47165
264888,-52.47165
451615,-52.47165
85004,-52.47165
375246,-52.47165
60204,-52.47165
126097,-52.47165
182425,-41.60277
449937,-52.47165
442637,-52.47165
378184,-52.47165
357584,-52.47165
383054,-52.47165
299871,-52.47165
152764,-52.47165
22064,-52.47165
416791,-52.47165
440686,-52.47165
44537,-52.47165
80203,-52.47165
81726,-52.47165
440068,-52.47165
109276,-52.47165
120567,-52.47165
169520,-52.47165
84443,-52.47165
139139,-52.47165
346145,-52.47165
75219,-52.47165
244042,-52.47165
6992,-52.47165
337741,-52.47165
20091,-52.47165
420761,-52.47165
101501,-52.47165
408598,-41.60277
306979,-52.47165
50260,-52.47165
21088,-52.47165
462951,-52.47165
196903,-52.47165
155361,-52.47165
51756,-52.47165
192022,-52.47165
384071,-52.47165
173305,-41.60277
56449,-52.47165
172164,-52.47165
341063,-52.47165
431990,-52.47165
342757,-52.47165
335181,-52.47165
121613,-52.47165
40216,-52.47165
116940,-52.47165
351719,-52.47165
436421,-52.47165
173164,-52.47165
362350,-52.47165
357892,-52.47165
335957,-52.47165
192010,-52.47165
407412,-52.47165
19359,-52.47165
82078,-52.47165
375709,-41.60277
122137,-52.47165
244661,-41.60277
434900,-41.60277
54220,-52.47165
425162,-52.47165
453118,-52.47165
373873,-52.47165
238415,-52.47165
53501,-52.47165
67918,-52.47165
68982,-52.47165
81980,-52.47165
332015,-52.47165
171470,-52.47165
24209,-52.47165
396455,-52.47165
236372,-52.47165
29062,-52.47165
248733,-52.47165
43097,-52.47165
401490,-52.47165
181282,-52.47165
285264,-52.47165
386230,-52.47165
262238,-52.47165
226323,-52.47165
224589,-52.47165
61,-52.47165
120331,-52.47165
59519,-52.47165
263459,-52.47165
188774,-52.47165
157423,-52.47165
204323,-52.47165
94807,-52.47165
130112,-52.47165
298030,-41.60277
361994,-52.47165
242867,-52.47165
345301,-52.47165
404296,-52.47165
403325,-52.47165
78570,-52.47165
247119,-52.47165
433907,-52.47165
51709,-52.47165
256743,-52.47165
132448,-52.47165
429148,-52.47165
384840,-52.47165
